Teams_x,League_x,Category_x,Designation_x,Side_x,Name_x,Points_x,PB Decimal Odds,PB American Odds,Key,Period,GameId,Teams_y,League_y,Designation_y,Side_y,Points_y,BO Odds,BO dec_odds,Category_y,Name_y,Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-130.0,1.77,Hits,M. Schuemann,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,100.0,2.0,Hits,M. Schuemann,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-154.0,1.65,Hits,Z. Gelof,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,118.0,2.18,Hits,Z. Gelof,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-133.0,1.75,Hits,T. Soderstrom,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,103.0,2.03,Hits,T. Soderstrom,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-233.0,1.43,Hits,M. Andujar,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,175.0,2.75,Hits,M. Andujar,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,0.5,-145.0,1.69,Hits,C. Cowser,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,0.5,111.0,2.11,Hits,C. Cowser,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-145.0,1.69,Hits,M. Haniger,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,111.0,2.11,Hits,M. Haniger,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-238.0,1.42,Hits,B. Bichette,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,177.0,2.77,Hits,B. Bichette,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-154.0,1.65,Hits,T. France,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,119.0,2.19,Hits,T. France,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-164.0,1.61,Hits,J. Crawford,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,126.0,2.26,Hits,J. Crawford,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-233.0,1.43,Hits,V. Guerrero Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,176.0,2.76,Hits,V. Guerrero Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-196.0,1.51,Hits,G. Springer,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,150.0,2.5,Hits,G. Springer,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-164.0,1.61,Hits,A. Kirk,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,125.0,2.25,Hits,A. Kirk,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-152.0,1.66,Hits,C. Raleigh,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,117.0,2.17,Hits,C. Raleigh,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-233.0,1.43,Hits,J. Rodriguez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,176.0,2.76,Hits,J. Rodriguez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-169.0,1.59,Hits,S. Horwitz,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,130.0,2.3,Hits,S. Horwitz,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-156.0,1.64,Hits,D. Varsho,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,121.0,2.21,Hits,D. Varsho,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-145.0,1.69,Hits,E. Clement,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,112.0,2.12,Hits,E. Clement,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-135.0,1.74,Hits,J. Rojas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,105.0,2.05,Hits,J. Rojas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-149.0,1.67,Hits,D. Canzone,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,115.0,2.15,Hits,D. Canzone,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-132.0,1.76,Hits,L. Raley Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,102.0,2.02,Hits,L. Raley Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-116.0,1.86,Hits,J. Polanco,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,-111.0,1.9,Hits,J. Polanco,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-143.0,1.7,Hits,D. Schneider,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,110.0,2.1,Hits,D. Schneider,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,0.5,-141.0,1.71,Hits,M. Garver,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,0.5,108.0,2.08,Hits,M. Garver,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-128.0,1.78,Hits,C. Taylor,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,-101.0,1.99,Hits,C. Taylor,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-159.0,1.63,Hits,G. Lux,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,122.0,2.22,Hits,G. Lux,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-200.0,1.5,Hits,C. Yelich,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,152.0,2.52,Hits,C. Yelich,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-145.0,1.69,Hits,W. Adames,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,111.0,2.11,Hits,W. Adames,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-208.0,1.48,Hits,B. Turang,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,157.0,2.57,Hits,B. Turang,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-263.0,1.38,Hits,F. Freeman,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,194.0,2.94,Hits,F. Freeman,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-233.0,1.43,Hits,A. Pages,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,176.0,2.76,Hits,A. Pages,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-204.0,1.49,Hits,W. Contreras,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,154.0,2.54,Hits,W. Contreras,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-217.0,1.46,Hits,M. Rojas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,164.0,2.64,Hits,M. Rojas,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,102.0,2.02,Hits,A. Monasterio,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,-132.0,1.76,Hits,A. Monasterio,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-132.0,1.76,Hits,J. Chourio,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,102.0,2.02,Hits,J. Chourio,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-244.0,1.41,Hits,T. Hernandez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,182.0,2.82,Hits,T. Hernandez,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-135.0,1.74,Hits,S. Frelick,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,104.0,2.04,Hits,S. Frelick,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-106.0,1.94,Hits,J. Bauers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,-122.0,1.82,Hits,J. Bauers,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-263.0,1.38,Hits,S. Ohtani,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,195.0,2.95,Hits,S. Ohtani,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,0.5,-115.0,1.87,Hits,R. Hoskins,,,,,,,,,
,,,,,,,,,pp;0;ou;hit;0.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,0.5,-112.0,1.89,Hits,R. Hoskins,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,5.5,-112.0,1.89,Hits Allowed,L. Severino,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,5.5,-115.0,1.87,Hits Allowed,L. Severino,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200924.0,st. louis cardinals(away) vs washington nationals(home),MLB,over,,5.5,-145.0,1.69,Hits Allowed,P. Corbin,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200924.0,st. louis cardinals(away) vs washington nationals(home),MLB,under,,5.5,112.0,2.12,Hits Allowed,P. Corbin,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200928.0,boston red sox(away) vs new york yankees(home),MLB,over,,5.5,100.0,2.0,Hits Allowed,T. Houck,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200928.0,boston red sox(away) vs new york yankees(home),MLB,under,,5.5,-130.0,1.77,Hits Allowed,T. Houck,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201328.0,detroit tigers(away) vs cincinnati reds(home),MLB,over,,5.5,130.0,2.3,Hits Allowed,R. Olson,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201328.0,detroit tigers(away) vs cincinnati reds(home),MLB,under,,5.5,-169.0,1.59,Hits Allowed,R. Olson,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201328.0,detroit tigers(away) vs cincinnati reds(home),MLB,over,,5.5,110.0,2.1,Hits Allowed,C. Spiers,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201328.0,detroit tigers(away) vs cincinnati reds(home),MLB,under,,5.5,-143.0,1.7,Hits Allowed,C. Spiers,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,5.5,-154.0,1.65,Hits Allowed,A. Nola,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,5.5,118.0,2.18,Hits Allowed,A. Nola,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,over,,5.5,-101.0,1.99,Hits Allowed,M. Fried,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201599.0,philadelphia phillies(away) vs atlanta braves(home),MLB,under,,5.5,-128.0,1.78,Hits Allowed,M. Fried,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,5.5,126.0,2.26,Hits Allowed,M. Lorenzen,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,5.5,-164.0,1.61,Hits Allowed,M. Lorenzen,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,over,,5.5,103.0,2.03,Hits Allowed,P. Lopez,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,202149.0,houston astros(away) vs minnesota twins(home),MLB,under,,5.5,-133.0,1.75,Hits Allowed,P. Lopez,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,over,,5.5,126.0,2.26,Hits Allowed,C. Ragans,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,201279.0,kansas city royals(away) vs colorado rockies(home),MLB,under,,5.5,-164.0,1.61,Hits Allowed,C. Ragans,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,5.5,113.0,2.13,Hits Allowed,S. Cecconi,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,5.5,-147.0,1.68,Hits Allowed,S. Cecconi,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,5.5,112.0,2.12,Hits Allowed,H. Harris,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,5.5,-145.0,1.69,Hits Allowed,H. Harris,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,5.5,122.0,2.22,Hits Allowed,A. Civale,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;5.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,5.5,-159.0,1.63,Hits Allowed,A. Civale,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,4.5,-135.0,1.74,Hits Allowed,P. Skenes,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,4.5,104.0,2.04,Hits Allowed,P. Skenes,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200924.0,st. louis cardinals(away) vs washington nationals(home),MLB,over,,4.5,-137.0,1.73,Hits Allowed,S. Gray,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200924.0,st. louis cardinals(away) vs washington nationals(home),MLB,under,,4.5,106.0,2.06,Hits Allowed,S. Gray,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200928.0,boston red sox(away) vs new york yankees(home),MLB,over,,4.5,-143.0,1.7,Hits Allowed,N. Cortes Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200928.0,boston red sox(away) vs new york yankees(home),MLB,under,,4.5,110.0,2.1,Hits Allowed,N. Cortes Jr.,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200565.0,chicago white sox(away) vs miami marlins(home),MLB,over,,4.5,-139.0,1.72,Hits Allowed,D. Thorpe,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200565.0,chicago white sox(away) vs miami marlins(home),MLB,under,,4.5,107.0,2.07,Hits Allowed,D. Thorpe,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,201226.0,san francisco giants(away) vs cleveland guardians(home),MLB,over,,4.5,-110.0,1.91,Hits Allowed,T. Bibee,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,201226.0,san francisco giants(away) vs cleveland guardians(home),MLB,under,,4.5,-118.0,1.85,Hits Allowed,T. Bibee,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,over,,4.5,117.0,2.17,Hits Allowed,S. Baz,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200203.0,tampa bay rays(away) vs texas rangers(home),MLB,under,,4.5,-152.0,1.66,Hits Allowed,S. Baz,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,over,,4.5,-156.0,1.64,Hits Allowed,R. Vasquez,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,202008.0,arizona diamondbacks(away) vs san diego padres(home),MLB,under,,4.5,120.0,2.2,Hits Allowed,R. Vasquez,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,over,,4.5,-102.0,1.98,Hits Allowed,A. Suarez,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200323.0,baltimore orioles(away) vs oakland athletics(home),MLB,under,,4.5,-127.0,1.79,Hits Allowed,A. Suarez,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,4.5,-156.0,1.64,Hits Allowed,L. Castillo,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,4.5,120.0,2.2,Hits Allowed,L. Castillo,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,over,,4.5,-130.0,1.77,Hits Allowed,K. Gausman,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200940.0,toronto blue jays(away) vs seattle mariners(home),MLB,under,,4.5,101.0,2.01,Hits Allowed,K. Gausman,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,over,,4.5,124.0,2.24,Hits Allowed,T. Glasnow,,,,,,,,,
,,,,,,,,,pp;0;ou;hita;4.5,,200890.0,milwaukee brewers(away) vs los angeles dodgers(home),MLB,under,,4.5,-161.0,1.62,Hits Allowed,T. Glasnow,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,-101.0,1.99,Runs + RBIs,B. Nimmo,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-128.0,1.78,Runs + RBIs,B. Nimmo,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,-120.0,1.83,Runs + RBIs,A. McCutchen,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-108.0,1.93,Runs + RBIs,A. McCutchen,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,134.0,2.34,Runs + RBIs,J. McNeil,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-175.0,1.57,Runs + RBIs,J. McNeil,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,-145.0,1.69,Runs + RBIs,B. Reynolds,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,111.0,2.11,Runs + RBIs,B. Reynolds,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,100.0,2.0,Runs + RBIs,P. Alonso,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-130.0,1.77,Runs + RBIs,P. Alonso,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,-125.0,1.8,Runs + RBIs,F. Lindor,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-103.0,1.97,Runs + RBIs,F. Lindor,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,132.0,2.32,Runs + RBIs,K. Hayes,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-172.0,1.58,Runs + RBIs,K. Hayes,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,115.0,2.15,Runs + RBIs,F. Álvarez,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-149.0,1.67,Runs + RBIs,F. Álvarez,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,106.0,2.06,Runs + RBIs,J. Suwinski,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-137.0,1.73,Runs + RBIs,J. Suwinski,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,-141.0,1.71,Runs + RBIs,O. Cruz,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,108.0,2.08,Runs + RBIs,O. Cruz,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,over,,0.5,132.0,2.32,Runs + RBIs,M. Vientos,,,,,,,,,
,,,,,,,,,pp;0;ou;r+r;0.5,,201968.0,new york mets(away) vs pittsburgh pirates(home),MLB,under,,0.5,-172.0,1.58,Runs + RBIs,M. Vientos,,,,,,,,,
